paper,full_paper_name,year_published,journal,authors,doi,abstract,arxiv_url,pdf_url,primary_category,pdf_path,dataset_name,dataset_type,official_path,events_total (from text),events_used (from text),collision_energy_tev,generator,size_bytes,luminosity,shortened_paper_name,notes,events_total_num,events_used_num,collision_energy_tev_num,luminosity_pb,dataset_key,fraction_used,has_official_path,quality_flags
2312.06909,Pre-training strategy using real particle collision data for event classification in collider physics,2023,,Tomoe Kishimoto; Masahiro Morinaga; Masahiko Saito; Junichi Tanaka,,"This study aims to improve the performance of event classification in collider physics by introducing a pre-training strategy. Event classification is a typical problem in collider physics, where the goal is to distinguish the signal events of interest from background events as much as possible to search for new phenomena in nature. A pre-training strategy with feasibility to efficiently train the target event classification using a small amount of training data has been proposed. Real particle collision data were used in the pre-training phase as a novelty, where a self-supervised learning technique to handle the unlabeled data was employed. The ability to use real data in the pre-training phase eliminates the need to generate a large amount of training data by simulation and mitigates bias in the choice of physics processes in the training data. Our experiments using CMS open data confirmed that high event classification performance can be achieved by introducing a pre-trained model. This pre-training strategy provides a potential approach to save computational resources for future collider experiments and introduces a foundation model for event classification.",http://arxiv.org/abs/2312.06909,https://arxiv.org/pdf/2312.06909v1,hep-ex,pdfs/2312.06909.pdf,CMS SingleMuon primary dataset from Run D of 2015,data,/SingleMuon/Run2015D-16Dec2015-v1/AOD,,1000000.0,13.0,,,,Pre-training Strategy Real Collision Data,"Used for pre-training phase; events with at least one loose lepton (pT > 10 GeV), at least two b-jets (pT > 20 GeV), and at least two light-jets (pT > 20 GeV); approximately 10^6 training events plus 10^5 validation and 10^5 test events; AOD format; CERN Open Data Portal records 24102",,1000000.0,13.0,,cms_singlemuon_primary_dataset_from_run_d_of_2015,,True,
2312.06909,Pre-training strategy using real particle collision data for event classification in collider physics,2023,,Tomoe Kishimoto; Masahiro Morinaga; Masahiko Saito; Junichi Tanaka,,"This study aims to improve the performance of event classification in collider physics by introducing a pre-training strategy. Event classification is a typical problem in collider physics, where the goal is to distinguish the signal events of interest from background events as much as possible to search for new phenomena in nature. A pre-training strategy with feasibility to efficiently train the target event classification using a small amount of training data has been proposed. Real particle collision data were used in the pre-training phase as a novelty, where a self-supervised learning technique to handle the unlabeled data was employed. The ability to use real data in the pre-training phase eliminates the need to generate a large amount of training data by simulation and mitigates bias in the choice of physics processes in the training data. Our experiments using CMS open data confirmed that high event classification performance can be achieved by introducing a pre-trained model. This pre-training strategy provides a potential approach to save computational resources for future collider experiments and introduces a foundation model for event classification.",http://arxiv.org/abs/2312.06909,https://arxiv.org/pdf/2312.06909v1,hep-ex,pdfs/2312.06909.pdf,Two-Higgs-doublet model MC events,mc,,,600000.0,13.0,"MadGraph5_aMC@NLO, Pythia8",,,Pre-training Strategy Real Collision Data,"Signal events for event classification; approximately 5×10^5 training, 5×10^4 validation, 5×10^4 test events; detector simulation with Delphes; final state: one lepton, MET, two b-jets, two light-jets",,600000.0,13.0,,two_higgs_doublet_model_mc_events,,True,
2312.06909,Pre-training strategy using real particle collision data for event classification in collider physics,2023,,Tomoe Kishimoto; Masahiro Morinaga; Masahiko Saito; Junichi Tanaka,,"This study aims to improve the performance of event classification in collider physics by introducing a pre-training strategy. Event classification is a typical problem in collider physics, where the goal is to distinguish the signal events of interest from background events as much as possible to search for new phenomena in nature. A pre-training strategy with feasibility to efficiently train the target event classification using a small amount of training data has been proposed. Real particle collision data were used in the pre-training phase as a novelty, where a self-supervised learning technique to handle the unlabeled data was employed. The ability to use real data in the pre-training phase eliminates the need to generate a large amount of training data by simulation and mitigates bias in the choice of physics processes in the training data. Our experiments using CMS open data confirmed that high event classification performance can be achieved by introducing a pre-trained model. This pre-training strategy provides a potential approach to save computational resources for future collider experiments and introduces a foundation model for event classification.",http://arxiv.org/abs/2312.06909,https://arxiv.org/pdf/2312.06909v1,hep-ex,pdfs/2312.06909.pdf,Standard Model top-pair production MC events,mc,,,600000.0,13.0,"MadGraph5_aMC@NLO, Pythia8",,,Pre-training Strategy Real Collision Data,"Background events for event classification; approximately 5×10^5 training, 5×10^4 validation, 5×10^4 test events; detector simulation with Delphes; final state: one lepton, MET, two b-jets, two light-jets",,600000.0,13.0,,standard_model_top_pair_production_mc_events,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,JetHT_Run2012C,data,/JetHT/Run2012C-22Jan2013-v1/AOD,,831662.0,8.0,,,166/pb,Parity Violation Jets CMS Open,"Triggered events that pass GoodRun-List requirement; HLT_PFJet320 trigger; processed 289 pb^-1 total, 166 pb^-1 passed trigger; AOD format; CERN Open Data Portal record [21]",,831662.0,8.0,166.0,jetht_run2012c,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,QCD_Pt-15to3000_TuneZ2star,mc,,,,8.0,Pythia 6,,,Parity Violation Jets CMS Open,Inclusive QCD MC; jet pT range 50-3000 GeV; cross-section 2×10^10 pb; CT10 PDF set; Z2* tune; CERN Open Data Portal record [33],,,8.0,,qcd_pt_15to3000_tunez2star,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,QCD4Jets_Pt-400to5600_TuneZ2Star,mc,,,,8.0,Alpgen,,,Parity Violation Jets CMS Open,4-jet QCD sample; alternative QCD sample; CT10 PDF set; Z2* tune; CERN Open Data Portal record [34],,,8.0,,qcd4jets_pt_400to5600_tunez2star,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,TTJets_FullLeptMGDecays_TuneP11TeV_8TeV,mc,,,,8.0,MadGraph v5.1.3.30,,,Parity Violation Jets CMS Open,"tt̄ production, fully leptonic decay; cross-section 112.3 pb; interfaced with Pythia v6.4.26; CT10 PDF; Z2* tune; CERN Open Data Portal record [35]",,,8.0,,ttjets_fullleptmgdecays_tunep11tev_8tev,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,TTJets_SemiLeptMGDecays_8TeV,mc,,,,8.0,MadGraph v5.1.3.30,,,Parity Violation Jets CMS Open,"tt̄ production, semi-leptonic decay; cross-section 107.2 pb; interfaced with Pythia v6.4.26; CT10 PDF; Z2* tune; CERN Open Data Portal record [36]",,,8.0,,ttjets_semileptmgdecays_8tev,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,TTJets_HadronicMGDecays_TuneP11mpiHi_8TeV,mc,,,,8.0,MadGraph v5.1.3.30,,,Parity Violation Jets CMS Open,"tt̄ production, hadronic decay; cross-section 25.8 pb; interfaced with Pythia v6.4.26; CT10 PDF; Z2* tune; CERN Open Data Portal record [37]",,,8.0,,ttjets_hadronicmgdecays_tunep11mpihi_8tev,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,WWJetsTo2L2Nu_TuneZ2star_8TeV,mc,,,,8.0,MadGraph v5.1.3.30,,,Parity Violation Jets CMS Open,"WW production, dileptonic decay; cross-section 5.8 pb; interfaced with Pythia v6.4.26; CT10 PDF; Z2* tune; CERN Open Data Portal record [38]",,,8.0,,wwjetsto2l2nu_tunez2star_8tev,,True,
1904.11195,Search for Non-Standard Sources of Parity Violation in Jets at $\sqrt s$=8 TeV with CMS Open Data,2019,JHEP12(2019)120,Christopher G. Lester; Matthias Schott,10.1007/JHEP12(2019)120,"The Standard Model violates parity, but only by mechanisms which are invisible to Large Hadron Collider (LHC) experiments (on account of the lack of initial state polarisation or spin-sensitivity in the detectors). Nonetheless, new physical processes could potentially violate parity in ways which are detectable by those same experiments. If those sources of new physics occur only at LHC energies, they are untested by direct searches. We probe the feasibility of such measurements using approximately 0.2 inverse femtobarns of data which was recorded in 2012 by the CMS collaboration and made public within the CMS Open Data initiative. In particular, we test an inclusive three-jet event selection which is primarily sensitive to non-standard parity violating effects in quark-gluon interactions. Within our measurements, no significant deviation from the Standard Model is seen and no obvious experimental limitations have been found. We discuss other ways that searches for non-standard parity violation could be performed, noting that these would be sensitive to very different sorts of models to those which our measurements constrain. We hope that our initial studies provide a valuable starting point for rigorous future analyses using the full LHC datasets at 13 TeV with a careful and less conservative estimate of experimental uncertainties.",http://arxiv.org/abs/1904.11195,https://arxiv.org/pdf/1904.11195v4,hep-ex,pdfs/1904.11195.pdf,WZJetsTo3LNu_8TeV_TuneZ2Star,mc,,,,8.0,MadGraph v5.1.3.30,,,Parity Violation Jets CMS Open,"WZ production, 3 lepton + neutrino final state; cross-section 1.1 pb; interfaced with Pythia v6.4.26; CT10 PDF; Z2* tune; CERN Open Data Portal record [39]",,,8.0,,wzjetsto3lnu_8tev_tunez2star,,True,
